Journey,Screen / Page,Route,UI Element Type,Translation Key,Current Arabic,Current English,File Path,Line Number,Character or Space Constraint,Variables / Interpolation,Notes
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.rejectedPrefix,مرفوض: {reason},Rejected: {reason},client/src/lib/i18n.tsx,2238,,{reason},
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.rejecting,جارٍ الرفض...,Rejecting...,client/src/lib/i18n.tsx,2072,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Placeholder,admin.rejectionInputPlaceholder,اشرح سبب رفض هذا الطلب...,Explain why this request is being rejected...,client/src/lib/i18n.tsx,2097,Must fit input width (1 line),,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.rejectionReason,سبب الرفض *,Rejection Reason *,client/src/lib/i18n.tsx,2070,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.rejectionReasonInput,سبب الرفض *,Rejection Reason *,client/src/lib/i18n.tsx,2096,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Placeholder,admin.rejectionReasonPlaceholder,اشرح سبب رفض هذه الشركة...,Explain why this company is being rejected...,client/src/lib/i18n.tsx,2071,Must fit input width (1 line),,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.rejectJoinDesc,قدم سبباً للرفض. سيتم إخطار المورد.,Provide a reason for rejection. The vendor will be notified.,client/src/lib/i18n.tsx,2093,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.rejectJoinRequest,رفض طلب الانضمام,Reject Join Request,client/src/lib/i18n.tsx,2091,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.requesterId,معرف مقدم الطلب:,Requester ID:,client/src/lib/i18n.tsx,2085,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.resubmission,إعادة تقديم,Resubmission,client/src/lib/i18n.tsx,2220,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.reviewMarketplace,مراجعة السوق,Review Marketplace,client/src/lib/i18n.tsx,2165,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.reviewMarketplaceDesc,اعتماد أو رفض طلبات السوق,Approve or reject marketplace submissions,client/src/lib/i18n.tsx,2166,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Placeholder,admin.searchAuditLogsPlaceholder,ابحث حسب الإجراء أو المشرف أو الملاحظات...,"Search by action, admin, or notes...",client/src/lib/i18n.tsx,2213,Must fit input width (1 line),,
"13. Errors, empty states & system",Admin (admin),/admin/*,Placeholder,admin.searchUsersPlaceholder,ابحث بالاسم أو البريد الإلكتروني أو اسم المستخدم...,"Search by name, email, or username...",client/src/lib/i18n.tsx,2201,Must fit input width (1 line),,
"13. Errors, empty states & system",Admin (admin),/admin/*,Placeholder,admin.searchVendorsPlaceholder,ابحث بالاسم أو رقم السجل التجاري أو المالك أو المدينة...,"Search by name, CR number, owner, or city...",client/src/lib/i18n.tsx,2172,Must fit input width (1 line),,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.statusNotVerified,غير موثّق,Not Verified,client/src/lib/i18n.tsx,2185,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.statusRejected,مرفوض,Rejected,client/src/lib/i18n.tsx,2184,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.statusSection,الحالة,Status,client/src/lib/i18n.tsx,2056,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.statusUnderReview,قيد المراجعة,Under Review,client/src/lib/i18n.tsx,2183,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.statusVerified,موثّق,Verified,client/src/lib/i18n.tsx,2182,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.submitted,تاريخ التقديم:,Submitted:,client/src/lib/i18n.tsx,2044,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.submittedAt,تاريخ التقديم:,Submitted:,client/src/lib/i18n.tsx,2086,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.systemOverview,نظرة عامة على النظام,System Overview,client/src/lib/i18n.tsx,2031,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.systemOverviewDesc,صحة المنصة ونشاطها,Platform health and activity,client/src/lib/i18n.tsx,2032,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.target,الهدف:,Target:,client/src/lib/i18n.tsx,2122,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.tenderDeadline,الموعد النهائي للمناقصة:,Tender Deadline:,client/src/lib/i18n.tsx,2109,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Form label,admin.tenderDeadlineLabel,الموعد النهائي للمنافسة:,Tender deadline:,client/src/lib/i18n.tsx,2189,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.totalCompanies,إجمالي الشركات,Total Companies,client/src/lib/i18n.tsx,2167,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.totalProposals,إجمالي العروض,Total Proposals,client/src/lib/i18n.tsx,2035,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.unblockAward,رفع الحجب عن الجائزة,Unblock Award,client/src/lib/i18n.tsx,2112,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Button / CTA,admin.unblockAwardBtn,إلغاء حظر الترسية,Unblock Award,client/src/lib/i18n.tsx,2235,Button width — aim ≤ 25 chars,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Form label,admin.unknownLabel,غير معروف,Unknown,client/src/lib/i18n.tsx,2233,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.unknownTender,منافسة غير معروفة,Unknown Tender,client/src/lib/i18n.tsx,2231,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.userId,معرف المستخدم,User ID,client/src/lib/i18n.tsx,2130,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.userIdHelper,يمكنك العثور على معرف المستخدم في قاعدة البيانات أو من نقاط نهاية الملف الشخصي.,You can find the user ID in the database or from user profile endpoints.,client/src/lib/i18n.tsx,2132,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Placeholder,admin.userIdPlaceholder,أدخل معرف المستخدم (UUID),Enter user ID (UUID),client/src/lib/i18n.tsx,2131,Must fit input width (1 line),,Latin words inside Arabic string
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.userManagement,إدارة المستخدمين,User Management,client/src/lib/i18n.tsx,2126,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.userManagementDesc,إدارة أدوار المستخدمين وصلاحياتهم,Manage user roles and permissions,client/src/lib/i18n.tsx,2127,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.userPromoted,تمت ترقية المستخدم,User Promoted,client/src/lib/i18n.tsx,2140,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.userPromotedDesc,تمت ترقية المستخدم إلى مشرف بنجاح.,The user has been successfully promoted to admin.,client/src/lib/i18n.tsx,2141,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.usersCountMatching,"{count} مستخدم مطابق لـ \""{query}\""","{count} users matching \""{query}\""",client/src/lib/i18n.tsx,2205,,{count} {query},
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.usersCountRecent,{count} مستخدم (الأحدث),{count} users (most recent),client/src/lib/i18n.tsx,2206,,{count},
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.vatHash,الرقم الضريبي:,VAT #:,client/src/lib/i18n.tsx,2224,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.vatNumber,رقم ضريبة القيمة المضافة:,VAT Number:,client/src/lib/i18n.tsx,2041,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.vendorDetails,تفاصيل المورد,Vendor Details,client/src/lib/i18n.tsx,2192,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.vendorDetailsDesc,معلومات الشركة ومستندات التحقق,Company information and verification documents,client/src/lib/i18n.tsx,2193,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.vendorEmail,بريد المورد:,Vendor Email:,client/src/lib/i18n.tsx,2084,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Form label,admin.vendorLabel,المورد:,Vendor:,client/src/lib/i18n.tsx,2094,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.vendorLabelShort,المورد:,Vendor:,client/src/lib/i18n.tsx,2187,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Form label,admin.vendorStatusLabel,حالة المورد:,Vendor Status:,client/src/lib/i18n.tsx,2087,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verificationDocuments,مستندات التحقق,Verification Documents,client/src/lib/i18n.tsx,2176,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Form label,admin.verificationLabel,التحقق:,Verification:,client/src/lib/i18n.tsx,2057,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verificationLabelShort,التحقق:,Verification:,client/src/lib/i18n.tsx,2188,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verify,تحقق,Verify,client/src/lib/i18n.tsx,2046,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verifyCompany,التحقق من الشركة,Verify Company,client/src/lib/i18n.tsx,2061,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Button / CTA,admin.verifyCompanyBtn,التحقق من الشركة,Verify Company,client/src/lib/i18n.tsx,2067,Button width — aim ≤ 25 chars,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.verifyCompanyDesc,التحقق من تسجيل هذه الشركة. يمكنك إضافة ملاحظات اختيارية.,Verify this company registration. You can add optional notes.,client/src/lib/i18n.tsx,2062,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verifying,جارٍ التحقق...,Verifying...,client/src/lib/i18n.tsx,2066,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Button / CTA,admin.verifyUnblockBtn,توثيق وإلغاء حظر,Verify & Unblock,client/src/lib/i18n.tsx,2244,Button width — aim ≤ 25 chars,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verifyVendors,التحقق من الموردين,Verify Vendors,client/src/lib/i18n.tsx,2025,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.verifyVendorsDesc,مراجعة والموافقة على طلبات الموردين المعلقة,Review and approve pending vendor applications,client/src/lib/i18n.tsx,2026,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.verifyVendorUnblock,توثيق المورد وإلغاء الحظر,Verify Vendor & Unblock,client/src/lib/i18n.tsx,2236,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.verifyVendorUnblockDesc,سيتم توثيق {company} وإطلاق الترسية المحظورة لـ {tender}.,This will verify {company} and release their blocked award for {tender}.,client/src/lib/i18n.tsx,2240,,{company} {tender},
"13. Errors, empty states & system",Admin (admin),/admin/*,Heading / title,admin.verifyVendorUnblockTitle,توثيق المورد وإلغاء حظر الترسية,Verify Vendor & Unblock Award,client/src/lib/i18n.tsx,2239,One line preferred,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.viewAuditLogs,عرض سجلات التدقيق,View Audit Logs,client/src/lib/i18n.tsx,2029,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.viewAuditLogsDesc,تتبع جميع الإجراءات الإدارية,Track all administrative actions,client/src/lib/i18n.tsx,2030,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Button / CTA,admin.viewBtn,عرض,View,client/src/lib/i18n.tsx,2179,Button width — aim ≤ 25 chars,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.viewClassic,كلاسيكي,Classic,client/src/lib/i18n.tsx,2153,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.viewDetails,عرض التفاصيل,View Details,client/src/lib/i18n.tsx,2045,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.viewProfile,عرض الملف,View Profile,client/src/lib/i18n.tsx,2089,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.viewRefined,محسّن,Refined,client/src/lib/i18n.tsx,2154,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.viewVendor,عرض المورد,View Vendor,client/src/lib/i18n.tsx,2234,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.warnNoCRCertificate,السجل التجاري (CR) مفقود,Missing Commercial Registration (CR) certificate,client/src/lib/i18n.tsx,2255,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.warnNoDocuments,لم يتم رفع أي مستندات لهذه الشركة,This company has no documents uploaded,client/src/lib/i18n.tsx,2254,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.warnVerifyWithoutCR,هل أنت متأكد من توثيق هذه الشركة بدون شهادة السجل التجاري؟,Are you sure you want to verify this company without a CR certificate?,client/src/lib/i18n.tsx,2257,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.warnVerifyWithoutDocuments,هل أنت متأكد من توثيق هذه الشركة بدون أي مستندات؟,Are you sure you want to verify this company without any documents?,client/src/lib/i18n.tsx,2256,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Text,admin.whatHappens,ما الذي سيحدث:,What happens:,client/src/lib/i18n.tsx,2197,,,
"13. Errors, empty states & system",Admin (admin),/admin/*,Helper text,admin.whatHappensDesc,سيتم تحديد شركة المورد كموثّقة، وسيتم إلغاء حظر الترسية وإطلاقها على الفور.,"The vendor's company will be marked as verified, and their award will be unblocked and released immediately.",client/src/lib/i18n.tsx,2198,,,
